ID,Sample_ID,Spiking_level,Amendment,species,Sample_Treatment,Study_ID,Sampling_Date,Study_Name,Sample_Type,Date_Received YYYY-MM-DD,Notes,Illumina Plate Number,GPrep Plate #:,GPrep by hand,Sample Follow up,Follow up Date,Notebook Reference,pot_ID,16S PCR single colonies,16S Sequencing single colonies,Date Collected,Date Plated,Dilutions Aerobic,Dilutions Anaerobic,Dilutions Microaerophilic,Freezer Location original sample,Freezer Location Plate Pools,Genomic Prep Original Sample,Genomic Prep Single Colonies,Illumina Sequecing Original Sample,Illumina Sequencing Plate Pools,MAC ID #,MALDI TOF single colonies,Microaerophilic Media,Number of Isolates,TRFLP original sample,TRFLP Plate Pools,Type of Media Aerobic,Type of Media Anaerobic,Types,Work Up,Isolates::Box Name,Isolates::Box Slot,Isolates::Column,Isolates::Isolation Media,Isolates::MacID,Isolates::Plate,Isolates::Putative ID,Isolates::Row
1385256,17-SL1-RW-L,SL-1,RW,L,RW-1,RD116,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385194,18-SL1-RW-L,SL-1,RW,L,RW-1,RD54,2024-08-18,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385257,18-SL1-RW-L,SL-1,RW,L,RW-1,RD117,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385162,19-SL2-RW-P,SL-2,RW,P,RW-2,RD22,2024-08-19,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385216,19-SL2-RW-P,SL-2,RW,P,RW-2,RD76,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385156,1-US-RW-P,SL-0,RW,P,RW-0,RD16,2024-08-19,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385210,1-US-RW-P,SL-0,RW,P,RW-0,RD70,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385163,20-SL2-RW-P,SL-2,RW,P,RW-2,RD23,2024-08-19,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385217,20-SL2-RW-P,SL-2,RW,P,RW-2,RD77,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385164,21-SL2-RW-P,SL-2,RW,P,RW-2,RD24,2024-08-19,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385218,21-SL2-RW-P,SL-2,RW,P,RW-2,RD78,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385174,22-SL2-RW-R,SL-2,RW,R,RW-2,RD34,2024-08-06,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385237,22-SL2-RW-R,SL-2,RW,R,RW-2,RD97,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385175,23-SL2-RW-R,SL-2,RW,R,RW-2,RD35,2024-08-06,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385238,23-SL2-RW-R,SL-2,RW,R,RW-2,RD98,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385176,24-SL2-RW-R,SL-2,RW,R,RW-2,RD36,2024-08-06,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385239,24-SL2-RW-R,SL-2,RW,R,RW-2,RD99,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385195,25-SL2-RW-L,SL-2,RW,L,RW-2,RD55,2024-08-18,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385258,25-SL2-RW-L,SL-2,RW,L,RW-2,RD118,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385196,26-SL2-RW-L,SL-2,RW,L,RW-2,RD56,2024-08-18,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385259,26-SL2-RW-L,SL-2,RW,L,RW-2,RD119,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385197,27-SL2-RW-L,SL-2,RW,L,RW-2,RD57,2024-08-18,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385260,27-SL2-RW-L,SL-2,RW,L,RW-2,RD120,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385294,RW_rep1,NA,RW,NA,Reclaimed water (SL0),RD154,,Fate of Contaminants,Source,2024-12-09,,LR531,553,,,,MF Notebook # 13 p.80,RW_rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385295,RW_rep2,NA,RW,NA,Reclaimed water (SL0),RD155,,Fate of Contaminants,Source,2024-12-09,,LR531,553,,,,MF Notebook # 13 p.80,RW_rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385296,RW_rep3,NA,RW,NA,Reclaimed water (SL0),RD156,,Fate of Contaminants,Source,2024-12-09,,LR531,553,,,,MF Notebook # 13 p.80,RW_rep3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385291,SL1-RW_rep1,SL-1,RW,NA,Reclaimed water (SL1),RD151,,Fate of Contaminants,Source,2024-12-09,,LR531,553,,,,MF Notebook # 13 p.80,SL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385292,SL1-RW_rep2,SL-1,RW,NA,Reclaimed water (SL1),RD152,,Fate of Contaminants,Source,2024-12-09,,LR531,553,,,,MF Notebook # 13 p.80,SL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385293,SL1-RW_rep3,SL-1,RW,NA,Reclaimed water (SL1),RD153,,Fate of Contaminants,Source,2024-12-09,,LR531,553,,,,MF Notebook # 13 p.80,SL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385288,SPL2-RW_rep1,SL-2,RW,NA,Reclaimed water (SL2),RD148,,Fate of Contaminants,Source,2024-12-09,,LR531,553,,,,MF Notebook # 13 p.80,SPL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385289,SPL2-RW_rep2,SL-2,RW,NA,Reclaimed water (SL2),RD149,,Fate of Contaminants,Source,2024-12-09,,LR531,553,,,,MF Notebook # 13 p.80,SPL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385290,SPL2-RW_rep3,SL-2,RW,NA,Reclaimed water (SL2),RD150,,Fate of Contaminants,Source,2024-12-09,,LR531,553,,,,MF Notebook # 13 p.80,SPL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385157,2-US-RW-P,SL-0,RW,P,RW-0,RD17,2024-08-19,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385211,2-US-RW-P,SL-0,RW,P,RW-0,RD71,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385158,3-US-RW-P,SL-0,RW,P,RW-0,RD18,2024-08-19,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385212,3-US-RW-P,SL-0,RW,P,RW-0,RD72,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385168,4-US-RW-R,SL-0,RW,R,RW-0,RD28,2024-08-06,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385231,4-US-RW-R,SL-0,RW,R,RW-0,RD91,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385169,5-US-RW-R,SL-0,RW,R,RW-0,RD29,2024-08-06,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385232,5-US-RW-R,SL-0,RW,R,RW-0,RD92,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385170,6-US-RW-R,SL-0,RW,R,RW-0,RD30,2024-08-06,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385233,6-US-RW-R,SL-0,RW,R,RW-0,RD93,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385189,7-US-RW-L,SL-0,RW,L,RW-0,RD49,2024-08-18,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385252,7-US-RW-L,SL-0,RW,L,RW-0,RD112,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385190,8-US-RW-L,SL-0,RW,L,RW-0,RD50,2024-08-18,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385253,8-US-RW-L,SL-0,RW,L,RW-0,RD113,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385191,9-US-RW-L,SL-0,RW,L,RW-0,RD51,2024-08-18,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,535,,,,MF Notebook # 13 p.80,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385254,9-US-RW-L,SL-0,RW,L,RW-0,RD114,2024-07-11,Fate of Contaminants,Experimental soil,2024-12-09,,LR527,543,,,,MF Notebook # 13 p.80,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
